; ********************************************************
; PBBans MBi for Call of Duty 2
; Generated on May 22, 2017
[PBBans:381937 2015-01-20] b17bdfd836faff75b3848f8100355e37 "kOSmOS" "95.72.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:381734 2015-01-18] f9966053830c266a3023ee4146256cf5 "Stones13" "109.81.*.*" "MULTIHACK 70421"
[PBBans:380998 2015-01-12] 961618013024de0d7d6eb4ba61a212a7 "Zyprex" "93.103.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:379294 2014-12-29] d09c35f387abc71ca37fd020ad8a75f7 "Satan" "90.224.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:379144 2014-12-28] fff775fb493ec47cb2c06bfcc36b763c "11Penta 33Nope 66CZE" "92.61.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:378644 2014-12-22] 9ed92d75771a846db50a9b5b9b797c83 "masulda" "89.24.*.*" "MULTIHACK 70388"
[PBBans:378430 2014-12-19] c0a760b9e0c1f02f03f9ae64e9daff0a "frajer22R@seznam.cz" "46.47.*.*" "PB HACK 130091"
[PBBans:378408 2014-12-18] 91d13af1e4d4c46db9ab941997be0b69 "Cymbergaj" "83.26.*.*" "MD5TOOL 9002 - (cod2_hwbp.dll (len=2048))"
[PBBans:378178 2014-12-15] e1316fe9631a6823fc50d0437f31986a "71KH-ST.93Exo" "94.109.*.*" "MD5TOOL 9002 - (PhunKeh.dll (len=32))"
[PBBans:378100 2014-12-14] b8dbfad30f7d4f43a0c3bbfce1c4adc9 "business &lt;&gt; frankY" "95.223.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:377915 2014-12-12] dafc7dfb450ad02a6354c1bb0ce17a07 "____mixer" "86.61.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:371061 2014-10-10] 0ef733af3c8af46cd08f11e382452e1e "sadcrew&lt;&lt;SpikeZ***" "87.174.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:370781 2014-10-08] 6d0ba4fe136907879310a654f0f9a133 "Hector.Sik" "79.81.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:368180 2014-09-17] ac462e43f0fd36cbf4a3dd5ab40423eb "pr1nc3" "82.242.*.*" "MD5TOOL 9002 - (CoD 2.dll (len=32))"
[PBBans:367886 2014-09-15] 90dbbadcf1b6272e5cafae532f1f43f4 "00xyzzz" "178.216.*.*" "MD5TOOL 9002 - (Silencer Hook.dll (len=32))"
[PBBans:363941 2014-08-17] f6e9bc82ad72cc29d25344a02b4411ad "33 KARATE JAJAMIOMATE" "178.36.*.*" "MD5TOOL 9002 - (Cod_Debug.txt (len=32))"
[PBBans:362355 2014-08-07] 47d91097de7988200c694703c000ed9e "Children" "93.231.*.*" "PB HACK 139015"
[PBBans:361931 2014-08-04] 6b1cd06a48004ad825f4f1ffac3cfbab "NASTY_X CG ME" "83.24.*.*" "Caught by PBSS MULTIHACK"
[PBBans:361889 2014-08-04] 41040b2056fa58ed46a18e7d1cbf02cf "tomekpl" "91.192.*.*" "Caught by PBSS MULTIHACK"
[PBBans:359016 2014-07-14] 20086f92b16d459955fc46b8dd475242 "xxHeadShootxx" "86.61.*.*" "MD5TOOL 9002 - (CoD2.dll (len=32))"
[PBBans:351870 2014-06-18] a59896d200bdc8d90237be535e8d7093 "PUnishER" "88.124.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:350902 2014-06-14] 9463bf84d82a5f3b9ac8c0424f820e31 "iNERTIA tomek" "91.192.*.*" "Caught by PBSS MULTIHACK"
[PBBans:350901 2014-06-14] e2b8d2b919446159808eec20b5e35dd1 "EASYBsharODa kinG." "77.127.*.*" "Caught by PBSS WALLHACK"
[PBBans:350897 2014-06-14] 4ade389821705718efc8fb490610f4a8 "EASYzAROONE" "109.66.*.*" "Caught by PBSS ESP HACK"
[PBBans:346002 2014-06-02] 0ef91c159767b4a9795cfdcb6e3be208 "11ANCORD" "178.64.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:344090 2014-05-24] 4ab35a84becebc74d441b8b3f062bc29 "bAss" "84.130.*.*" "MD5TOOL 9002 - (killsounds/Headshot.wav (len=32))"
[PBBans:344017 2014-05-23] 69b00daae843072c9ecd5b717fd88df4 "randoms ODa kinG." "79.183.*.*" "Caught by PBSS ESP HACK"
[PBBans:342921 2014-05-08] 9a6c80768b047c89d5acac088188b3d5 "_" "37.201.*.*" "MD5TOOL 9002 - (Enzyme X v1.2.dll (len=32))"
[PBBans:342836 2014-05-07] ad5ca53c7d9a356d3f8cff8f60ba8cfc "Blazkowicz" "91.145.*.*" "MD5TOOL 9002 - (hook.dll (len=32))"
[PBBans:341512 2014-04-23] ce82000fd8c2731dedd9d46cbc073f51 "Sharpst3r" "62.255.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:340925 2014-04-18] 1236ae04c547f22b7415e3fa19399d7b "xXJokerXx" "62.228.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:338740 2014-03-23] c4da1aae4f7ec7289902bcaf9e339268 "Khaki" "89.231.*.*" "MULTIHACK 70421"
[PBBans:338318 2014-03-18] 65e7c2f0b842ad517526886e8e09a48a "KnowMe" "78.0.*.*" "Caught by PBSS WALLHACK"
[PBBans:335468 2014-02-18] 20b1ffe514aafe8599df0981b7273882 "St@tus.'" "31.153.*.*" "PB HACK 130392"
[PBBans:334842 2014-02-13] 33cadcd3cf20f879de44fa0549422e86 "since 2006 KING! CAZZ" "95.91.*.*" "Caught by PBSS ESP HACK"
[PBBans:331033 2014-01-14] 90808b92b32d7aacaf77ce0f5e1eaf99 "xynz." "95.49.*.*" "Caught by PBSS MULTIHACK"
[PBBans:330047 2014-01-04] e3996a0baf91c1d7472315ade0de14d6 "benone :D" "85.244.*.*" "MD5TOOL 9002 - (COD2.dll (len=2048))"
[PBBans:329880 2014-01-03] 22f5791ce71aab48e26958fb48e3cc0a "Unknown Soldier" "185.3.*.*" "WALLHACK 60015"
[PBBans:329825 2014-01-02] 1d2ccca688594933e88e753059c32b76 "nomore" "213.19.*.*" "MD5TOOL 9002 - (paradigm.dll (len=2048))"
[PBBans:329744 2014-01-01] 951b7f77e8ef147a2758fc0558823d24 "''Sniper Elite''" "85.217.*.*" "MD5TOOL 9002 - (FANTASY_CoD2.dll (len=2048))"
[PBBans:329513 2013-12-29] 6140a4b9b86f555411c38815cb440cf8 "          siX." "85.135.*.*" "MD5TOOL 9002 - (cod2_hwbp.dll (len=2048))"
[PBBans:329473 2013-12-29] 6dd95ddb6d4ccef9a87cf77e4737cfcd "De&gt;.&lt;ter Mp3 ON" "78.111.*.*" "MD5TOOL 9002 - (cod2_hwbp.dll (len=2048))"
[PBBans:329334 2013-12-26] 2db4415bf287214e150c9dc805ffdec6 "ha,gaaaaaay" "85.94.*.*" "MD5TOOL 9002 - (cod2_hwbp.dll (len=2048))"
[PBBans:329214 2013-12-25] 1d61e5749362cd70e657116e2fe5dc0d "Adam" "95.102.*.*" "MD5TOOL 9002 - (cod2_hwbp.dll (len=2048))"
[PBBans:328933 2013-12-21] 936f7dac0222ba907f2ab7ca69b66016 "MATE" "85.66.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:328919 2013-12-21] 557dd80f727ceca15212d4c14370f865 "bra1n." "178.219.*.*" "MD5TOOL 9002 - (Cod2magicwh.dll (len=2048))"
[PBBans:328813 2013-12-19] b67d276296b826a9fbb41cc58fc291ab "Stanislaw Wokulski" "91.218.*.*" "MD5TOOL 9002 - (Cod2magicwh.dll (len=2048))"
[PBBans:328706 2013-12-17] ce6a998a3e76bd906c4ec8f512bd7c31 "arc ABSINTHE" "89.135.*.*" "MD5TOOL 9002 - (cod2_hwbp.dll (len=2048))"
[PBBans:328643 2013-12-16] 443cd470778b96d7f9adfbaa2cf45cb4 "XXT Fl4ShzERA.ZUERAO" "187.59.*.*" "MD5TOOL 9002 - (hs/wallhack.dll (len=2048))"
[PBBans:328548 2013-12-15] e1ab064bb7d21b3cb0fba66b040b87a1 "KARVINACITY! ILLU" "93.99.*.*" "Caught by PBSS WALLHACK"
[PBBans:328482 2013-12-14] 5218ea41a8f302adc580993fdf17a49a "jarka" "98.207.*.*" "MD5TOOL 9002 - (Cod2magicwh.dll (len=2048))"
[PBBans:328301 2013-12-12] 1f11754c07176a0fd385b28869e812fd "daxy" "79.185.*.*" "MD5TOOL 9002 - (Cod2magicwh.dll (len=2048))"
[PBBans:327562 2013-12-01] 5657cb37945c2c65865b62b44987684d "TrawaPaleStresy" "92.18.*.*" "MD5TOOL 9002 - (Helix Hax CoD2.dll (len=2048))"
[PBBans:327397 2013-11-29] c6cd97765e3477e575d3141ec418e4dd "PsychoAktivePflanze" "93.192.*.*" "MD5TOOL 9002 - (cod2_hwbp.dll (len=2048))"
[PBBans:325685 2013-11-12] 6437125f21403cfbfc1b4fd96c718b63 "KrocanNn!" "46.23.*.*" "WALLHACK 60015"
[PBBans:325545 2013-11-10] 4fd48f0769d465947ece8a9f10d48bf0 "70I`MAGINE JACA=D" "159.205.*.*" "PB HACK 139013"
[PBBans:324901 2013-11-06] d7ba4f1e2573d64518a7c4ff4343029e "Majdox" "95.102.*.*" "MD5TOOL 9002 - (FANTASY_CoD2.dll (len=2048))"
[PBBans:324844 2013-11-05] e2a004182d466169488c740dd1e82638 "kr0pa4fun" "89.75.*.*" "MD5TOOL 9002 - (Cod2magicwh.dll (len=2048))"
[PBBans:324489 2013-11-02] ba31bddeb17414bc41e3b77207fe245b "Gait" "82.75.*.*" "MD5TOOL 9002 - (cod2_hwbp.dll (len=32))"
[PBBans:324033 2013-10-30] 14c923470dacad844cb550c0bd027996 ":]" "46.169.*.*" "CVAR 9001 - (cu_aim_fov_y = 360)"
[PBBans:323848 2013-10-28] bc3a657f04ad50a606c0940564b8ddf8 "Fuck!ros" "89.103.*.*" "MD5TOOL 9002 - (Helix Hax CoD2.dll (len=2048))"
[PBBans:323821 2013-10-27] 2e9222d9e40d197ca4d59e2d714b8c9f "fr9 dUFFYE" "201.47.*.*" "CVAR 9001 - (_wallhack = 1)"
[PBBans:323449 2013-10-23] b55bbc76b7a726e4addd42f77d05002f "rihanna" "82.131.*.*" "MD5TOOL 9002 - (FANTASY_CoD2.dll (len=2048))"
[PBBans:323414 2013-10-22] 16cd6b681504fd6e0cc72513f02f5f6e "THIS IS HARDCORE!" "84.29.*.*" "MD5TOOL 9002 - (Silencer Hook.dll (len=2048))"
[PBBans:322752 2013-10-15] ef7143524969bb1180f13ef06066f143 "S4" "193.165.*.*" "VIDEO DRIVER HACK 90001"
[PBBans:322065 2013-10-08] b2e248170a79893d25073c43aad62c7e "Yelosix" "82.238.*.*" "MD5TOOL 9002 - (cod2_hwbp.dll (len=32))"
[PBBans:320452 2013-09-21] 5607c09027f93c3c21614b8e7346d938 "faraon" "93.143.*.*" "Caught by PBSS WALLHACK"
[PBBans:319524 2013-09-14] b128975aec4f76d51e1a7c0a6b40a93d "33.00StG44-7,92x3333." "90.187.*.*" "MD5TOOL 9002 - (paradigm.dll (len=2048))"
[PBBans:319115 2013-09-11] 9145b25dd7456721e4432ad0fc1c8f68 "sK @ Hoops" "189.58.*.*" "CVAR 9001 - (_wallhack = 1)"
[PBBans:317895 2013-09-05] 78b740da34f07e412f1e67deccd64a1a "POPO Stajl ///  Marty" "89.235.*.*" "Caught by PBSS WALLHACK"
[PBBans:316089 2013-08-22] 332b9e1f239ed378606dec7167437466 "BANHAMMER havax Macro" "31.45.*.*" "MD5TOOL 9002 - (cod2_hwbp.dll (len=32))"
[PBBans:315622 2013-08-18] 7934f9ad27691a5bd41005c398069d92 "&lt;the_sexiest Scorpx&gt;" "89.212.*.*" "Caught by PBSS MULTIHACK"
[PBBans:315339 2013-08-16] 0aea86824d9c72d0f6130a6758ff34b8 ":)" "109.91.*.*" "MD5TOOL 9002 - (FANTASY_CoD2.dll (len=2048))"
[PBBans:315250 2013-08-15] 2ac3c3282b6898f583d3dd41ea65ff78 "AhO.Dr3jn,,," "95.49.*.*" "MD5TOOL 9002 - (Cod_Debug.txt (len=2048))"
[PBBans:314049 2013-08-08] 3abe71864bced66690bf0b67d8e727cc "00AMATERASU" "217.234.*.*" "Caught by PBSS CROSSHAIR HACK"
[PBBans:313577 2013-08-04] 9ae29a7f4e6fd5e0e78cf328c566b332 "33OLDGEN55ERATION 66Hexi" "78.92.*.*" "Caught by PBSS WALLHACK"
[PBBans:313272 2013-08-02] 7c5b0651d2d7cf5b144349abc570c867 "0.::B.O.W::.sKOL" "186.235.*.*" "MD5TOOL 9002 - (cod2_hwbp.dll (len=2048))"
[PBBans:312762 2013-07-29] 2fa03fd3fabda8b7aae4072e43075df2 "PIWNICA BUBY demolka" "83.10.*.*" "Caught by PBSS MULTIHACK"
[PBBans:312452 2013-07-27] 69e0cd5227e4dea1fcc53eb296dabe32 "PIWNICA BUBY JohnYYY_qqqq" "77.253.*.*" "Caught by PBSS ESP HACK"
[PBBans:312291 2013-07-26] 3f36d667e04007ea9c2ca208804eb1d2 "[2v2STARS]udyR" "37.203.*.*" "Caught by PBSS ESP HACK"
[PBBans:312156 2013-07-25] 664e99ebb4c434e5adfeb8e671d251ca "ARS FyNyZy" "80.238.*.*" "Caught by PBSS ESP HACK"
[PBBans:311999 2013-07-24] 82e36b2d8349110332791facff2e5942 "carde69" "81.203.*.*" "MD5TOOL 9002 - (CoD 2.dll (len=2048))"
[PBBans:310163 2013-07-12] 678375caad6c5715a8205aab6e8a5fc0 "00blackdivision 77prO" "31.176.*.*" "Caught by PBSS ESP HACK"
[PBBans:309428 2013-07-08] ab5f140c8e1892cf59a9d784cfa40772 "00Men41tor" "178.36.*.*" "MD5TOOL 9002 - (Cod2magicwh.dll (len=2048))"
[PBBans:308976 2013-07-06] b0beaa02dcee227918ae5e8a2fbacf0e "HerrHerr" "91.40.*.*" "MD5TOOL 9002 - (FANTASY_CoD2.dll (len=32))"
[PBBans:308207 2013-07-01] 3e0df9b665ceac7aa0c9e03c22a2b9b4 "I play at {NADF}#1" "78.57.*.*" "Caught by PBSS MULTIHACK"
[PBBans:307929 2013-06-29] 2261bd8d551f1e1bbb672496b838277c "iNC K" "213.47.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:305980 2013-06-15] fb3baefab99ca97f05d5a7ace8242ece "MN ecset$$$" "95.168.*.*" "Caught by PBSS ESP HACK"
[PBBans:305843 2013-03-27] fe7b1adcd372bc3cfce6d8ed40515e19 "LE CHUPA SHIT" "94.132.*.*" "Caught by Demo NO RECOIL"
[PBBans:305252 2013-06-11] 1f403f08d09865d437524215b3164c28 "achillezz" "62.178.*.*" "MD5TOOL 9002 - (cod2_hwbp.dll (len=2048))"
[PBBans:303631 2013-05-30] 2922aff402697f62fbe37ad0de068f34 "dlf / katalyst" "31.176.*.*" "PB HACK 139013"
[PBBans:303473 2013-05-30] ed52fb9f3343723e56905f6ebe51aca1 "Kanonenfutter 975" "83.17.*.*" "PB HACK 130392"
[PBBans:303349 2013-05-29] 22dca1f6834dbc462abef9ec337fc732 "eC.MultiClan~Hulk" "151.252.*.*" "MD5TOOL 9002 - (Cod2.dll (len=2048))"
[PBBans:303241 2013-05-28] 4a3fe7437609f7fc5ec79a141e1c5812 "/-| juhomoxD" "86.59.*.*" "Generic BIND Scan"
[PBBans:303202 2013-05-28] aff45f4571b8f113eaa4fa75243c9f56 "DANNY22**" "93.139.*.*" "MD5TOOL 9002 - (Injector.exe (len=2048))"
[PBBans:302595 2013-05-23] 040adac07b410550c08101e91a75912f "nkT ProKsu &lt;3" "77.253.*.*" "Caught by PBSS MULTIHACK"
[PBBans:302582 2013-05-23] ee90199ad40027c5e42e32949c9b46d9 "EcstaticEllectro" "46.103.*.*" "CVAR 9001 - (cu_aim_fov_y = 360)"
[PBBans:301610 2013-05-14] 13251e557017d1aa6ddbf0863d397853 "[eNc] arno" "90.157.*.*" "Caught by PBSS ESP HACK"
[PBBans:301478 2013-05-13] 4ab6b039bcc589f53dd7acb349a54c74 "lolkokot" "89.29.*.*" "WALLHACK 60015"
[PBBans:301174 2013-05-11] eac2f5a966ea491926452e69c32beae6 "Senseo!&lt;3" "94.213.*.*" "MD5TOOL 9002 - (Cod2magicwh.dll (len=2048))"
[PBBans:300714 2013-05-08] 6220eb2f12bcfe908b78f172ada8ff53 "WeeD" "84.59.*.*" "MD5TOOL 9002 - (Cod2magicwh.dll (len=2048))"
[PBBans:300693 2013-05-08] 00405b49b6e0b9be040ba9cc4e0413c2 "iN7 SzpadYYYzOoR___-" "87.205.*.*" "Caught by PBSS MULTIHACK"
[PBBans:300535 2013-05-06] b9299e8a3de6637319d97ce00305163b "ownerr" "84.195.*.*" "WALLHACK 60015"
[PBBans:300219 2013-05-03] fef1d0a70c40a91dc5d26e182621cb26 "fath $ vesnickyplaystyle" "46.29.*.*" "Caught by PBSS ESP HACK"
[PBBans:299964 2013-05-01] 2b35661c0e89533e6e4dfb8f44ceb292 "dESTNY p4l1" "93.141.*.*" "Caught by PBSS ESP HACK"
[PBBans:299203 2013-04-26] d418fd2408ad95481fb6f6e726caa6a0 "/MAS/&lt;&lt;Sajt&gt;&gt;" "82.144.*.*" "MD5TOOL 9002 - (FANTASY_CoD2.dll (len=32))"
[PBBans:299191 2013-04-26] 4e2dfc86db854ab329305100bffe9807 "00teknival 33&lt;-m@strubater" "82.173.*.*" "Caught by PBSS MULTIHACK"
[PBBans:299044 2013-04-26] f537a4a81e5ab878b7d69d053d33de31 "Gott161" "91.33.*.*" "MD5TOOL 9002 - (Wallhack.dll (len=2048))"
[PBBans:298981 2013-04-25] dac4b38c7db42098971e726849f17c64 "AMIGO BatmaN" "46.151.*.*" "Caught by PBSS ESP HACK"
[PBBans:298917 2013-04-25] a3b92a7eeb6fd50bc0b7d77f8a94b6d1 "PR2k10 hqx'" "80.134.*.*" "MD5TOOL 9002 - (CoD2.dll (len=32))"
[PBBans:296904 2013-04-10] d587e308981a5456ef850713fc7126a9 "WiZaZ" "46.21.*.*" "MD5TOOL 9002 - (main/Wallhack.dll (len=32))"
[PBBans:296837 2013-04-09] 2ca48cbe1d4047423b1bf5315b0c43a9 "KAISER" "190.31.*.*" "MD5TOOL 9002 - (Silencer Hook.dll (len=32))"
[PBBans:296833 2013-04-09] 537c02cdab0009ce2c728947d42e2ae7 "-=RD=-" "189.1.*.*" "MD5TOOL 9002 - (cod2_hwbp.dll (len=2048))"
[PBBans:296830 2013-04-09] 4c87e21771769c251e51be3929151ea4 "70MULTIGAMING fUCK" "37.30.*.*" "WALLHACK 60084"
[PBBans:296814 2013-04-09] d5bb4510a5a7b2f53bc09b2b871375ea "SySy" "188.6.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:296650 2013-04-08] 826ab65473cfc171084d186dbd4664c9 "Amumu na jungle" "189.115.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:296627 2013-04-07] af95cea082a48df64673a5b339514861 "low" "83.22.*.*" "MD5TOOL 9002 - (PhunKeh.dll (len=32))"
[PBBans:296537 2013-04-07] 9fa5ca662fb3e1cb44afd400d19f5b7d "lolek" "194.165.*.*" "MULTIHACK 71164"
[PBBans:296533 2013-04-07] 2cb6e2567b8024e59eafc88fc99ddf3e "NL`.' w3XozU." "77.111.*.*" "MD5TOOL 9002 - (sounds/dominating.wav (len=2048))"
[PBBans:296441 2013-04-06] 5a98ca52acda5fb19b6477fc234deda6 "youcef alger" "41.201.*.*" "MD5TOOL 9002 - (cod2_hwbp.dll (len=32))"
[PBBans:296413 2013-04-06] a019414db1cbbba27fb3cefdf8207743 "FrozenShade" "83.22.*.*" "MD5TOOL 9002 - (CoD 2.dll (len=32))"
[PBBans:296342 2013-04-05] ae7ebb5c532258d501ab7711a7ec587d "armzeEh" "46.246.*.*" "Caught by PBSS MULTIHACK"
[PBBans:296340 2013-04-05] acfbb2d85860d3e0c37fd244a7c98268 "00HEAD2PLAY SloN!?" "77.115.*.*" "CVAR 9001 - (cu_aim_fov_y = 360)"
[PBBans:296338 2013-04-05] af45d6fa4d4570be0f19dd6f35b1cf5c "sdfsf" "89.134.*.*" "MD5TOOL 9002 - (FANTASY_CoD2.dll (len=32))"
[PBBans:296295 2013-04-05] 7fcc0125ecbe02c7c900655a628751bb "The Shadow Line" "86.184.*.*" "CVAR 9001 - (cu_animcorrection = 0.8)"
[PBBans:296162 2013-04-04] 9b2b690dc5aa89968f56affc52811e7b "asdfg" "95.33.*.*" "MULTIHACK 70738"
[PBBans:296099 2013-04-03] a69bca77e49b7655ad99b692b2b7e476 "pILAZ" "83.131.*.*" "MULTIHACK 70835"
[PBBans:296043 2013-04-03] 4088cc0c198f754950c8be9897c92c1d "HUJ" "213.108.*.*" "MD5TOOL 9002 - (cUBot.log (len=16))"
[PBBans:295997 2013-04-03] 0cc86c0146e3e7f84e14024f83887d93 "sonho" "109.162.*.*" "WALLHACK 60361"
[PBBans:295912 2013-04-02] db7e5a0ee1473458a85fca336b2ce877 "h?ax" "85.94.*.*" "CVAR 9001 - (cu_animcorrection = 2.5)"
[PBBans:295831 2013-04-02] 4f7236dfde35ad2d48c620b0a1a6b949 "Rolexxxxxxxxxxxxxxxxxxxxxxxxxxx" "84.52.*.*" "CVAR 9001 - (cu_aim_fov_y = 360)"
[PBBans:295824 2013-04-02] 69e70f9a5ad5f168557e9be3debbd94b "KILLZONE" "176.8.*.*" "WALLHACK 60361"
[PBBans:295819 2013-04-02] c3c30b5e5118760377b574314e3a2701 "howKK" "176.8.*.*" "WALLHACK 60361"
[PBBans:295445 2013-03-30] 8488c6de49d6662894c25d61b0f7f291 "BRLJA" "82.118.*.*" "GAME HOOK 120113"
[PBBans:295335 2013-03-29] ffa3c831ec3fabe1ab89ae7f3d7e511d "Diablo X9" "62.147.*.*" "MD5TOOL 9002 - (Silencer Hook.dll (len=2048))"
[PBBans:295142 2013-03-28] 55ae4bfabc2add3100a66a19fd9569ad "00P.R.O11----33#" "89.142.*.*" "MULTIHACK 70835"
[PBBans:294975 2013-03-27] d6baaa901cff3e45f7d221a79c4abdd0 "hhahaha" "89.201.*.*" "AIMBOT 50210"
[PBBans:294080 2013-03-23] b8a5b64dd68f27f8f966a5befcdc5717 "_OKO_" "89.68.*.*" "PB HACK 130335"
[PBBans:294033 2013-03-22] 6fff4779bf22825a5a34c28f7760512c "scorpions ELN1N0" "78.92.*.*" "Caught by PBSS MULTIHACK"
[PBBans:293922 2013-03-22] f8f72e9a924b04c9f5221103bc1d206d "apollo" "46.147.*.*" "MULTIHACK 70835"
[PBBans:293784 2013-01-18] 1e2d39ea96a067bd495b2ebf218b037e "go12 blues" "177.139.*.*" "Caught by Demo WALLHACK"
[PBBans:293763 2013-03-20] 3652e4f519800af0ccc154a7ffc2c777 "waveraptorrrrrrrrrrrrrrrrrr" "178.213.*.*" "GAME HOOK 120113"
[PBBans:293751 2013-03-20] af0bb564f4d47367f4c553c64b25251e "N A R K O raz1k" "84.90.*.*" "Caught by PBSS CROSSHAIR HACK"
[PBBans:293541 2013-03-18] e8296167ef8f9f25de6ab64a75a32780 "prijedor'.'JimmY&lt;3" "134.90.*.*" "Caught by PBSS ESP HACK"
[PBBans:293540 2012-10-04] c432d90bbeef980f468ff7be06b05866 "Edmon" "77.108.*.*" "Caught by Demo MULTIHACK"
[PBBans:293512 2013-01-13] d8d633b4989a7296a6c7feabccd305cb "moro_isa." "37.98.*.*" "Caught by Demo WALLHACK"
[PBBans:293500 2013-03-18] 7b97e59d008e60c47096dfd6b060a2b8 "THE EXCITED ~o" "5.145.*.*" "WALLHACK 60037"
[PBBans:293398 2013-03-18] b0c7f7f40a7396886d556a339bec4c7b "Sooo_DrUgS&gt;b1" "188.47.*.*" "GAME HOOK 120113"
[PBBans:293395 2013-03-18] 848710ca4a4836b4d79a330f49ff4d56 "EWLD*DAnIII:)" "79.176.*.*" "MULTIHACK 70772"
[PBBans:293380 2012-11-16] c29fd0e46e3f8b9280db4af829232b57 "hctib yxes" "107.203.*.*" "Caught by Demo WALLHACK"
[PBBans:292699 2013-03-13] 96eead434d79c3695b71260e10741cee "SEX HUNTER" "87.205.*.*" "CVAR 9001 - (Mom_aimbot = 1)"
[PBBans:292695 2013-03-13] 2f2729a37c9cb4f81640d9a8c235e901 ")JUMI( w1ZER" "77.237.*.*" "Caught by PBSS ESP HACK"
